ID,Language_ID,Language_name,Parameter_ID,Value,Transcription,Concept,Source,Comment,AlternativeValue,AlternativeTranscription
3-180-75-1,chec1245,Chechen,263,Іу,CyrillTrans,herdsman,,,ʕu,Phonemic
3-160-75-1,chec1245,Chechen,649,дежийла,CyrillTrans,pasture,,,dežiyla,Phonemic
3-150-75-1,chec1245,Chechen,631,хьайбанаш,CyrillTrans,livestock,,,"ħaybanaš, däxniy",Phonemic
3-150-75-3,chec1245,Chechen,631,даьхний,CyrillTrans,livestock,,,"ħaybanaš, däxniy",Phonemic
3-130-75-1,chec1245,Chechen,2262,зударийн,CyrillTrans,female (adj),,,zudariyn,Phonemic
3-120-75-1,chec1245,Chechen,2261,божарийн,CyrillTrans,male (adj),,,božariyn,Phonemic
3-110-75-1,chec1245,Chechen,619,дийнат,CyrillTrans,animal,,,diynat,Phonemic
2-960-75-1,chec1245,Chechen,817,уьш,CyrillTrans,they,,,"üš, üzuš",Phonemic
2-960-75-3,chec1245,Chechen,817,уьзуш,CyrillTrans,they,,,"üš, üzuš",Phonemic
2-950-75-1,chec1245,Chechen,1213,шу,CyrillTrans,you (plural),,,šu,Phonemic
2-942-75-1,chec1245,Chechen,1130,тхо,CyrillTrans,we (exclusive),,,txo,Phonemic
2-941-75-1,chec1245,Chechen,1131,вай,CyrillTrans,we (inclusive),,,way,Phonemic
2-940-75-1,chec1245,Chechen,1212,вай,CyrillTrans,we,,,way,Phonemic
2-930-75-1,chec1245,Chechen,262,иза,CyrillTrans,he/she/it,,,iza,Phonemic
2-920-75-1,chec1245,Chechen,1215,хьо,CyrillTrans,you (singular),,,ħo,Phonemic
2-910-75-1,chec1245,Chechen,1209,со,CyrillTrans,I,,,so,Phonemic
2-820-75-1,chec1245,Chechen,194,доьзал,CyrillTrans,family,,,dözal,Phonemic
2-810-75-1,chec1245,Chechen,1644,гергарниг,CyrillTrans,"relatives, kinsmen",,,gergarnig,Phonemic
2-770-75-1,chec1245,Chechen,1981,жера-стаг,CyrillTrans,widower,,,"žera-stag, zuda yel̄arg, wisnarg",Phonemic
2-770-75-3,chec1245,Chechen,1981,зуда елларг,CyrillTrans,widower,,,"žera-stag, zuda yel̄arg, wisnarg",Phonemic
2-770-75-5,chec1245,Chechen,1981,виснарг,CyrillTrans,widower,,,"žera-stag, zuda yel̄arg, wisnarg",Phonemic
2-760-75-1,chec1245,Chechen,1756,жеро,CyrillTrans,widow,,,"žero, yisna zuda",Phonemic
2-760-75-3,chec1245,Chechen,1756,йисна зуда,CyrillTrans,widow,,,"žero, yisna zuda",Phonemic
2-750-75-1,chec1245,Chechen,1149,бō,CyrillTrans,orphan,,,"bō, bōber",Phonemic
2-750-75-3,chec1245,Chechen,1149,бōбер,CyrillTrans,orphan,,,"bō, bōber",Phonemic
2-740-75-1,chec1245,Chechen,1058,мēран йоІ,CyrillTrans,stepdaughter,,,"mēran yoʕ, zudčun yoʕ",Phonemic
2-740-75-3,chec1245,Chechen,1058,зудчун йоІ,CyrillTrans,stepdaughter,,,"mēran yoʕ, zudčun yoʕ",Phonemic
2-730-75-1,chec1245,Chechen,1059,мēран кІант,CyrillTrans,stepson,,,"mēran kʼant, zudčun kʼant",Phonemic
2-730-75-3,chec1245,Chechen,1059,зудчун кІант,CyrillTrans,stepson,,,"mēran kʼant, zudčun kʼant",Phonemic
2-720-75-1,chec1245,Chechen,236,дēсте,CyrillTrans,stepmother,,,dēste,Phonemic
2-710-75-1,chec1245,Chechen,237,нēнан майра,CyrillTrans,stepfather,,,nēnan mayra,Phonemic
2-641-75-1,chec1245,Chechen,2264,нус,CyrillTrans,daughter-in-law (of a woman),,,nus,Phonemic
2-640-75-1,chec1245,Chechen,2265,нус,CyrillTrans,daughter-in-law (of a man),,,nus,Phonemic
2-631-75-1,chec1245,Chechen,2266,нуц,CyrillTrans,son-in-law (of a woman),,,nuc,Phonemic
2-630-75-1,chec1245,Chechen,2267,нуц,CyrillTrans,son-in-law (of a man),,,nuc,Phonemic
2-621-75-1,chec1245,Chechen,2257,стуннāна,CyrillTrans,mother-in-law (of a woman),,,stunnāna,Phonemic
2-620-75-1,chec1245,Chechen,2256,мāрнāна,CyrillTrans,mother-in-law (of a man),,,mārnāna,Phonemic
2-611-75-1,chec1245,Chechen,2254,стундā,CyrillTrans,father-in-law (of a woman),,,stundā,Phonemic
2-610-75-1,chec1245,Chechen,2255,мāрдā,CyrillTrans,father-in-law (of a man),,,mārdā,Phonemic
2-570-75-1,chec1245,Chechen,490,тІаьхье,CyrillTrans,descendants,,,tʼäħe,Phonemic
2-560-75-1,chec1245,Chechen,1669,вайн дей,CyrillTrans,ancestors,,,wayn dey,Phonemic
2-550-75-1,chec1245,Chechen,1643,шича,CyrillTrans,cousin,,,šiča,Phonemic
2-540-75-1,chec1245,Chechen,1642,вешин йоІ,CyrillTrans,niece,,,"wešin yoʕ, yišin yoʕ",Phonemic
2-540-75-3,chec1245,Chechen,1642,йишин йоІ,CyrillTrans,niece,,,"wešin yoʕ, yišin yoʕ",Phonemic
2-530-75-1,chec1245,Chechen,1063,вешин кІант,CyrillTrans,nephew,,,"wešin kʼant, yišin kʼant",Phonemic
2-530-75-3,chec1245,Chechen,1063,йишин кІант,CyrillTrans,nephew,,,"wešin kʼant, yišin kʼant",Phonemic
2-522-75-1,chec1245,Chechen,170,дēйиша,CyrillTrans,father's sister,,,"dēyiša, dēca",Phonemic
2-522-75-3,chec1245,Chechen,170,дēца,CyrillTrans,father's sister,,,"dēyiša, dēca",Phonemic
2-520-75-1,chec1245,Chechen,1272,нēца,CyrillTrans,aunt,,,"nēca, dēca",Phonemic
2-520-75-3,chec1245,Chechen,1272,дēца,CyrillTrans,aunt,,,"nēca, dēca",Phonemic
2-521-75-1,chec1245,Chechen,171,нēнайиша,CyrillTrans,mother's sister,,,"nēnayiša, nēca",Phonemic
2-521-75-3,chec1245,Chechen,171,нēца,CyrillTrans,mother's sister,,,"nēnayiša, nēca",Phonemic
2-512-75-1,chec1245,Chechen,1985,дēн ваша,CyrillTrans,father's brother,,,dēn waša,Phonemic
2-511-75-1,chec1245,Chechen,1984,нēнан ваша,CyrillTrans,mother's brother,,,nēnan waša,Phonemic
2-510-75-1,chec1245,Chechen,1327,ваша,CyrillTrans,uncle,,,waša,Phonemic
2-480-75-1,chec1245,Chechen,1618,кІентан кІант,CyrillTrans,grandson,,,"kʼentan kʼant, yöʕan kʼant",Phonemic
2-480-75-3,chec1245,Chechen,1618,йоьІан кІант,CyrillTrans,grandson,,,"kʼentan kʼant, yöʕan kʼant",Phonemic
2-490-75-1,chec1245,Chechen,1619,кІентан йоІ,CyrillTrans,granddaughter,,,"kʼentan yoʕ, yoʕ yoʕ",Phonemic
2-490-75-3,chec1245,Chechen,1619,йоІ йоІ,CyrillTrans,granddaughter,,,"kʼentan yoʕ, yoʕ yoʕ",Phonemic
2-471-75-1,chec1245,Chechen,907,йоккха стаг,CyrillTrans,old woman,,,yoq̄a stag,Phonemic
2-470-75-1,chec1245,Chechen,1496,бāба,CyrillTrans,grandmother,,,bāba,Phonemic
2-461-75-1,chec1245,Chechen,406,воккха стаг,CyrillTrans,old man,,,woq̄a stag,Phonemic
2-460-75-1,chec1245,Chechen,1383,дēдā,CyrillTrans,grandfather,,,"dēdā, nēnadā",Phonemic
2-460-75-3,chec1245,Chechen,1383,нēнадā,CyrillTrans,grandfather,,,"dēdā, nēnadā",Phonemic
2-458-75-1,chec1245,Chechen,1005,шала дина бераш,CyrillTrans,twins,,,šala dina beraš,Phonemic
2-456-75-1,chec1245,Chechen,1640,ваша,CyrillTrans,sibling,,,"waša, yiša",Phonemic
2-456-75-3,chec1245,Chechen,1640,йиша,CyrillTrans,sibling,,,"waša, yiša",Phonemic
2-455-75-1,chec1245,Chechen,1761,жимаха йолу йиша,CyrillTrans,younger sister,,,žimaxa yolu yiša,Phonemic
2-454-75-1,chec1245,Chechen,1758,йоккхаха йиша,CyrillTrans,older sister,,,yoq̄axa yiša,Phonemic
2-450-75-1,chec1245,Chechen,1263,йиша,CyrillTrans,sister,,,yiša,Phonemic
2-445-75-1,chec1245,Chechen,1760,жимаха волу ваша,CyrillTrans,younger brother,,,žimaxa wolu waša,Phonemic
2-444-75-1,chec1245,Chechen,1759,воккхаха волу ваша,CyrillTrans,older brother,,,woq̄axa wolu waša,Phonemic
2-440-75-1,chec1245,Chechen,1262,ваша,CyrillTrans,brother,,,waša,Phonemic
2-430-75-1,chec1245,Chechen,1801,бераш,CyrillTrans,offspring (son or daughter),,,beraš,Phonemic
2-420-75-1,chec1245,Chechen,1357,йоІ,CyrillTrans,daughter,,,yoʕ,Phonemic
2-410-75-1,chec1245,Chechen,1620,кІант,CyrillTrans,son,,,"kʼant, woʕ",Phonemic
2-410-75-3,chec1245,Chechen,1620,воІ,CyrillTrans,son,,,"kʼant, woʕ",Phonemic
2-390-75-1,chec1245,Chechen,426,мāрехь йолу зуда,CyrillTrans,married woman,,,māreħ yolu zuda,Phonemic
2-380-75-1,chec1245,Chechen,424,зуда йāлийна,CyrillTrans,married man,,,zuda yāliyna,Phonemic
2-370-75-1,chec1245,Chechen,505,дā-нāна,CyrillTrans,parents,,,dā-nāna,Phonemic
2-360-75-1,chec1245,Chechen,1216,нāна,CyrillTrans,mother,,,nāna,Phonemic
2-350-75-1,chec1245,Chechen,1217,дā,CyrillTrans,father,,,dā,Phonemic
2-341-75-1,chec1245,Chechen,1134,дІасакъастар,CyrillTrans,divorce,,,dʕasaqʼāstar,Phonemic
2-340-75-1,chec1245,Chechen,1259,ловзар,CyrillTrans,"marriage, wedding",,,lowzar,Phonemic
2-330-75-1,chec1245,Chechen,203,мāре йаха,CyrillTrans,marry,,,"māre yaxa, zuda yālo",Phonemic
2-330-75-3,chec1245,Chechen,203,зуда йало,CyrillTrans,marry,,,"māre yaxa, zuda yālo",Phonemic
2-320-75-1,chec1245,Chechen,1199,зуда,CyrillTrans,wife,,,zuda,Phonemic
2-310-75-1,chec1245,Chechen,1200,майра,CyrillTrans,husband,,,mayra,Phonemic
2-280-75-1,chec1245,Chechen,1289,бер,CyrillTrans,"infant, baby",,,ber,Phonemic
2-270-75-1,chec1245,Chechen,1304,бер,CyrillTrans,child,,,ber,Phonemic
2-261-75-1,chec1245,Chechen,77,йоІ,CyrillTrans,young woman (adolescent),,,yoʕ,Phonemic
2-260-75-1,chec1245,Chechen,1646,жима йоІ,CyrillTrans,girl,,,žima yoʕ,Phonemic
2-251-75-1,chec1245,Chechen,76,къōнаниг,CyrillTrans,young man (adolescent),,,"qʼōnanig, žima stag, kʼant qʼōna",Phonemic
2-251-75-3,chec1245,Chechen,76,жима стаг,CyrillTrans,young man (adolescent),,,"qʼōnanig, žima stag, kʼant qʼōna",Phonemic
2-251-75-5,chec1245,Chechen,76,кІант къōна,CyrillTrans,young man (adolescent),,,"qʼōnanig, žima stag, kʼant qʼōna",Phonemic
2-250-75-1,chec1245,Chechen,1366,кІант,CyrillTrans,boy,,,kʼant,Phonemic
2-240-75-1,chec1245,Chechen,1551,стен хІума,CyrillTrans,female,,,sten huma,Phonemic
2-230-75-1,chec1245,Chechen,1553,боьрша хІума,CyrillTrans,male,,,börša huma,Phonemic
2-220-75-1,chec1245,Chechen,962,зуда,CyrillTrans,woman,,,zuda,Phonemic
2-210-75-1,chec1245,Chechen,1554,боьрша стаг,CyrillTrans,man (vs. woman),,,börša stag,Phonemic
2-100-75-1,chec1245,Chechen,683,адам,CyrillTrans,"person, human being",,,"adam, stag",Phonemic
2-100-75-3,chec1245,Chechen,683,стаг,CyrillTrans,"person, human being",,,"adam, stag",Phonemic
1-890-75-1,chec1245,Chechen,1188,дечка кІора,CyrillTrans,charcoal,,,dečka kʼora,Phonemic
1-880-75-1,chec1245,Chechen,10,дечиг,CyrillTrans,firewood,,,dečig,Phonemic
1-870-75-1,chec1245,Chechen,1133,сирник,CyrillTrans,match (noun),,,sirnik,Phonemic
1-861-75-1,chec1245,Chechen,127,дІадайІа,CyrillTrans,extinguish,,,dʕadayʔa,Phonemic
1-860-75-1,chec1245,Chechen,737,лато,CyrillTrans,"light, kindle, ignite",,,"latō, cʼe latō",Phonemic
1-860-75-3,chec1245,Chechen,737,цІе латō,CyrillTrans,"light, kindle, ignite",,,"latō, cʼe latō",Phonemic
1-852-75-1,chec1245,Chechen,1428,дāга,CyrillTrans,burn (vb intrans),,,"dāga, doguš xila",Phonemic
1-852-75-3,chec1245,Chechen,1428,догуш хила,CyrillTrans,burn (vb intrans),,,"dāga, doguš xila",Phonemic
1-851-75-1,chec1245,Chechen,141,дāго,CyrillTrans,burn (vb trans),,,"dāgo, ʕiyžo",Phonemic
1-851-75-3,chec1245,Chechen,141,Іийжо,CyrillTrans,burn (vb trans),,,"dāgo, ʕiyžo",Phonemic
1-841-75-1,chec1245,Chechen,67,цІийбина кІора,CyrillTrans,embers,,,"cʼiybina kʼora, kʼega",Phonemic
1-841-75-3,chec1245,Chechen,67,кІега,CyrillTrans,embers,,,"cʼiybina kʼora, kʼega",Phonemic
1-840-75-1,chec1245,Chechen,646,чим,CyrillTrans,ashes,,,čim,Phonemic
1-830-75-1,chec1245,Chechen,778,кІур,CyrillTrans,smoke (noun),,,kʼur,Phonemic
1-820-75-1,chec1245,Chechen,889,āлу,CyrillTrans,flame (noun),,,ālu,Phonemic
1-810-75-1,chec1245,Chechen,221,цІе,CyrillTrans,fire,,,cʼe,Phonemic
1-780-75-1,chec1245,Chechen,952,хенан хІоттам,CyrillTrans,weather,,,xenan hot̄am,Phonemic
1-770-75-1,chec1245,Chechen,617,ша,CyrillTrans,ice,,,"ša, ša ħaqar",Phonemic
1-770-75-3,chec1245,Chechen,617,ша хьакхар,CyrillTrans,ice,,,"ša, ša ħaqar",Phonemic
1-760-75-1,chec1245,Chechen,784,лō,CyrillTrans,snow (noun),,,lō,Phonemic
1-750-75-1,chec1245,Chechen,658,догІа,CyrillTrans,rain (noun),,,doɣa,Phonemic
1-740-75-1,chec1245,Chechen,249,дохк,CyrillTrans,fog,,,doxk,Phonemic
1-720-75-1,chec1245,Chechen,960,мох,CyrillTrans,wind,,,mox,Phonemic
1-730-75-1,chec1245,Chechen,1489,марха,CyrillTrans,cloud,,,marxa,Phonemic
1-710-75-1,chec1245,Chechen,27,хІаваъ,CyrillTrans,air,,,hawaʔ,Phonemic
1-640-75-1,chec1245,Chechen,1977,тхир,CyrillTrans,dew,,,txir,Phonemic
1-630-75-1,chec1245,Chechen,1388,ІиндагІ,CyrillTrans,"shade, shadow",,,ʕindaɣ,Phonemic
1-620-75-1,chec1245,Chechen,11,бōда,CyrillTrans,darkness,,,bōda,Phonemic
1-610-75-1,chec1245,Chechen,630,серло,CyrillTrans,light (noun),,,"serlo, düne",Phonemic
1-610-75-3,chec1245,Chechen,630,дуьне,CyrillTrans,light (noun),,,"serlo, düne",Phonemic
1-590-75-1,chec1245,Chechen,1733,стелаІад,CyrillTrans,rainbow,,,stelaʕad,Phonemic
1-580-75-1,chec1245,Chechen,858,дарц,CyrillTrans,storm,,,"darc, hord lowzābаlar",Phonemic
1-580-75-3,chec1245,Chechen,858,хІорд ловзāбалар,CyrillTrans,storm,,,"darc, hord lowzābаlar",Phonemic
1-560-75-1,chec1245,Chechen,1150,стигал къовкъар,CyrillTrans,thunder,,,stigal qʼowqʼar,Phonemic
1-570-75-1,chec1245,Chechen,2007,догІа,CyrillTrans,lightning (as striking),,,"tqʼes, stelaxäštig",Phonemic
1-570-75-3,chec1245,Chechen,2007,ткъес,CyrillTrans,lightning (as striking),,,"tqʼes, stelaxäštig",Phonemic
1-570-75-5,chec1245,Chechen,2007,стелахаьштиг,CyrillTrans,lightning (as striking),,,"tqʼes, stelaxäštig",Phonemic
1-550-75-1,chec1245,Chechen,1654,ткъес,CyrillTrans,lightning,,,"tqʼes, stelaxäštig",Phonemic
1-550-75-3,chec1245,Chechen,1654,стелахаьштиг,CyrillTrans,lightning,,,"tqʼes, stelaxäštig",Phonemic
1-540-75-1,chec1245,Chechen,1430,седа,CyrillTrans,star,,,seda,Phonemic
1-530-75-1,chec1245,Chechen,1313,бутт,CyrillTrans,moon,,,but̄,Phonemic
1-520-75-1,chec1245,Chechen,1343,малх,CyrillTrans,sun,,,malx,Phonemic
1-510-75-1,chec1245,Chechen,1732,стигал,CyrillTrans,sky,,,stigal,Phonemic
1-450-75-1,chec1245,Chechen,6,мохк бегор,CyrillTrans,earthquake,,,moxk begor,Phonemic
1-440-75-1,chec1245,Chechen,2125,тІулг,CyrillTrans,"stone, rock",,,"tʼulg, tarx",Phonemic
1-440-75-3,chec1245,Chechen,2125,тарх,CyrillTrans,"stone, rock",,,"tʼulg, tarx",Phonemic
1-430-75-1,chec1245,Chechen,1803,дечиг,CyrillTrans,wood,,,dečig,Phonemic
1-420-75-1,chec1245,Chechen,906,дитт,CyrillTrans,tree (cf 08.600),,,dit̄,Phonemic
1-410-75-1,chec1245,Chechen,420,хьун,CyrillTrans,"woods, forest",,,ħun,Phonemic
1-390-75-1,chec1245,Chechen,943,чухчари,CyrillTrans,waterfall,,,čuxčari,Phonemic
1-380-75-1,chec1245,Chechen,1145,уьшал,CyrillTrans,swamp,,,üšal,Phonemic
1-370-75-1,chec1245,Chechen,2144,шовда,CyrillTrans,"spring, well",,,"šowda, ħast, ħost, ɣū",Phonemic
1-370-75-3,chec1245,Chechen,2144,хьаст,CyrillTrans,"spring, well",,,"šowda, ħast, ħost, ɣū",Phonemic
1-370-75-5,chec1245,Chechen,2144,хьост,CyrillTrans,"spring, well",,,"šowda, ħast, ħost, ɣū",Phonemic
1-370-75-7,chec1245,Chechen,2144,гІӯ,CyrillTrans,"spring, well",,,"šowda, ħast, ħost, ɣū",Phonemic
1-362-75-1,chec1245,Chechen,1982,кІуркІмани,CyrillTrans,whirlpool,,,"kʼurkʼmani, ayma",Phonemic
1-362-75-3,chec1245,Chechen,1982,айма,CyrillTrans,whirlpool,,,"kʼurkʼmani, ayma",Phonemic
1-360-75-1,chec1245,Chechen,666,татол,CyrillTrans,"river, stream, brook",,,"tatol, xi, dödā xi, ʕowraš",Phonemic
1-360-75-3,chec1245,Chechen,666,хи,CyrillTrans,"river, stream, brook",,,"tatol, xi, dödā xi, ʕowraš",Phonemic
1-360-75-5,chec1245,Chechen,666,доьдā хи,CyrillTrans,"river, stream, brook",,,"tatol, xi, dödā xi, ʕowraš",Phonemic
1-360-75-7,chec1245,Chechen,666,Іовраш,CyrillTrans,"river, stream, brook",,,"tatol, xi, dödā xi, ʕowraš",Phonemic
1-354-75-1,chec1245,Chechen,613,хІорд тІекхетар,CyrillTrans,hightide,,,"hord tʼeqetar, xi aydalar",Phonemic
1-354-75-3,chec1245,Chechen,613,хи айдалар,CyrillTrans,hightide,,,"hord tʼeqetar, xi aydalar",Phonemic
1-353-75-1,chec1245,Chechen,1026,чудожар,CyrillTrans,lowtide,,,čudožar,Phonemic
1-352-75-1,chec1245,Chechen,891,хІорд тІекхетар а,CyrillTrans,tide,,,"hord tʼeqetar a, čubožar a",Phonemic
1-352-75-3,chec1245,Chechen,891,чубожар а,CyrillTrans,tide,,,"hord tʼeqetar a, čubožar a",Phonemic
1-350-75-1,chec1245,Chechen,978,тулгІе,CyrillTrans,wave,,,tulɣe,Phonemic
1-343-75-1,chec1245,Chechen,1662,мара,CyrillTrans,"headland, point",,,mara,Phonemic
1-342-75-1,chec1245,Chechen,660,хи бухара,CyrillTrans,reef,,,"xi buxara tarxaš, rif",Phonemic
1-342-75-3,chec1245,Chechen,660,тархаш,CyrillTrans,reef,,,"xi buxara tarxaš, rif",Phonemic
1-342-75-5,chec1245,Chechen,660,риф,CyrillTrans,reef,,,"xi buxara tarxaš, rif",Phonemic
1-340-75-1,chec1245,Chechen,663,айма,CyrillTrans,"gulf, bay",,,"ayma, buxta",Phonemic
1-340-75-3,chec1245,Chechen,663,бухта,CyrillTrans,"gulf, bay",,,"ayma, buxta",Phonemic
1-330-75-1,chec1245,Chechen,624,Іам,CyrillTrans,lake,,,ʕam,Phonemic
1-329-75-1,chec1245,Chechen,645,хІорд,CyrillTrans,ocean,,,hord,Phonemic
1-324-75-1,chec1245,Chechen,1768,чопа,CyrillTrans,foam,,,čopa,Phonemic
1-323-75-1,chec1245,Chechen,259,буьрса,CyrillTrans,rough (of sea),,,"bürsa, karzaxdäl̄a",Phonemic
1-323-75-3,chec1245,Chechen,259,карзахдаьлла,CyrillTrans,rough (of sea),,,"bürsa, karzaxdäl̄a",Phonemic
1-320-75-1,chec1245,Chechen,1474,хІорд,CyrillTrans,sea,,,hord,Phonemic
1-322-75-1,chec1245,Chechen,258,тийна (хІорд),CyrillTrans,calm (of sea),,,tiyna (hord),Phonemic
1-310-75-1,chec1245,Chechen,948,хи,CyrillTrans,water,,,xi,Phonemic
1-280-75-1,chec1245,Chechen,1155,хьех,CyrillTrans,cave,,,ħex,Phonemic
1-270-75-1,chec1245,Chechen,113,хийист,CyrillTrans,shore,,,"xiyist, yist",Phonemic
1-270-75-3,chec1245,Chechen,113,йист,CyrillTrans,shore,,,"xiyist, yist",Phonemic
1-260-75-1,chec1245,Chechen,166,континент,CyrillTrans,mainland,,,kontinent,Phonemic
1-250-75-1,chec1245,Chechen,622,гІайре,CyrillTrans,island,,,ɣayre,Phonemic
1-240-75-1,chec1245,Chechen,921,тогІи,CyrillTrans,valley,,,"toɣi, ātaɣa",Phonemic
1-240-75-3,chec1245,Chechen,921,āтагІа,CyrillTrans,valley,,,"toɣi, ātaɣa",Phonemic
1-230-75-1,chec1245,Chechen,652,āре,CyrillTrans,"plain, field",,,"āre, mayda",Phonemic
1-230-75-3,chec1245,Chechen,652,майда,CyrillTrans,"plain, field",,,"āre, mayda",Phonemic
1-222-75-1,chec1245,Chechen,618,тарх,CyrillTrans,"cliff, precipice",,,"tarx, berd",Phonemic
1-222-75-3,chec1245,Chechen,618,берд,CyrillTrans,"cliff, precipice",,,"tarx, berd",Phonemic
1-220-75-1,chec1245,Chechen,2118,лāм,CyrillTrans,"mountain, hill",,,"lām, gu, barz, š̄u",Phonemic
1-220-75-3,chec1245,Chechen,2118,гу,CyrillTrans,"mountain, hill",,,"lām, gu, barz, š̄u",Phonemic
1-220-75-5,chec1245,Chechen,2118,барз,CyrillTrans,"mountain, hill",,,"lām, gu, barz, š̄u",Phonemic
1-220-75-7,chec1245,Chechen,2118,ш̄у,CyrillTrans,"mountain, hill",,,"lām, gu, barz, š̄u",Phonemic
1-214-75-1,chec1245,Chechen,640,мода,CyrillTrans,mud,,,"moda, xat̄",Phonemic
1-214-75-3,chec1245,Chechen,640,хатт,CyrillTrans,mud,,,"moda, xat̄",Phonemic
1-215-75-1,chec1245,Chechen,671,гІум,CyrillTrans,sand,,,ɣum,Phonemic
1-213-75-1,chec1245,Chechen,2,чан,CyrillTrans,dust,,,čan,Phonemic
1-212-75-1,chec1245,Chechen,1228,лāтта,CyrillTrans,"earth=ground, soil",,,lāt̄a,Phonemic
1-210-75-1,chec1245,Chechen,626,дуьне,CyrillTrans,"earth, land",,,"düne, lat̄a, moxk",Phonemic
1-210-75-3,chec1245,Chechen,626,ла̄тта,CyrillTrans,"earth, land",,,"düne, lat̄a, moxk",Phonemic
1-210-75-5,chec1245,Chechen,626,мохк,CyrillTrans,"earth, land",,,"düne, lat̄a, moxk",Phonemic
1-100-75-1,chec1245,Chechen,965,дуьне,CyrillTrans,world,,,"düne, māšar",Phonemic
1-100-75-3,chec1245,Chechen,965,мāшар,CyrillTrans,world,,,"düne, māšar",Phonemic
14-330-75-1,chec1245,Chechen,1544,наггахь,CyrillTrans,sometimes,,,"naggaħ, cqʼac̄qʼa",Phonemic
14-330-75-3,chec1245,Chechen,1544,цкъаццкъа,CyrillTrans,sometimes,,,"naggaħ, cqʼac̄qʼa",Phonemic
14-331-75-1,chec1245,Chechen,703,сиха,CyrillTrans,soon,,,"sixa, kesta",Phonemic
14-331-75-3,chec1245,Chechen,703,кеста,CyrillTrans,soon,,,"sixa, kesta",Phonemic
14-332-75-1,chec1245,Chechen,418,еххачу ханна,CyrillTrans,long-time (for a),,,"yex̄aču xanna, yex̄aču xenan",Phonemic
14-332-75-3,chec1245,Chechen,418,еххачу хенан,CyrillTrans,long-time (for a),,,"yex̄aču xanna, yex̄aču xenan",Phonemic
14-340-75-1,chec1245,Chechen,1656,цкъа̄ а,CyrillTrans,never,,,cqʼā a,Phonemic
14-350-75-1,chec1245,Chechen,204,йуха а,CyrillTrans,again,,,yuxa a,Phonemic
14-410-75-1,chec1245,Chechen,1225,де,CyrillTrans,day,,,de,Phonemic
14-420-75-1,chec1245,Chechen,1233,буьйса,CyrillTrans,night,,,büysa,Phonemic
14-430-75-1,chec1245,Chechen,729,сатасар,CyrillTrans,dawn,,,"satasar, saxilar",Phonemic
14-430-75-3,chec1245,Chechen,729,сахилар,CyrillTrans,dawn,,,"satasar, saxilar",Phonemic
14-440-75-1,chec1245,Chechen,1339,Іуьйре,CyrillTrans,morning,,,ʕüyre,Phonemic
14-450-75-1,chec1245,Chechen,12,делкъе,CyrillTrans,"noon, midday",,,"delqʼe, delqʼxan",Phonemic
14-450-75-3,chec1245,Chechen,12,делкъхан,CyrillTrans,"noon, midday",,,"delqʼe, delqʼxan",Phonemic
14-451-75-1,chec1245,Chechen,1807,делкъал тІаьхьа,CyrillTrans,afternoon,,,delqʼal tʼäħa,Phonemic
14-460-75-1,chec1245,Chechen,1629,суьйре,CyrillTrans,evening,,,süyre,Phonemic
14-470-75-1,chec1245,Chechen,1283,тахана,CyrillTrans,today,,,taxana,Phonemic
14-480-75-1,chec1245,Chechen,1329,кхана,CyrillTrans,tomorrow,,,qāna,Phonemic
14-481-75-1,chec1245,Chechen,1179,лама,CyrillTrans,day-after-tomorrow,,,lama,Phonemic
14-490-75-1,chec1245,Chechen,1174,селхана,CyrillTrans,yesterday,,,selxana,Phonemic
14-491-75-1,chec1245,Chechen,1180,сто̄мара,CyrillTrans,day-before-yesterday,,,stōmara,Phonemic
14-510-75-1,chec1245,Chechen,1353,сахьт,CyrillTrans,hour,,,saħt,Phonemic
14-530-75-1,chec1245,Chechen,1323,сахьт,CyrillTrans,"clock, timepiece",,,saħt,Phonemic
14-610-75-1,chec1245,Chechen,1469,кІира,CyrillTrans,week,,,kʼira,Phonemic
14-620-75-1,chec1245,Chechen,1699,кІиранан де,CyrillTrans,Sunday,,,kʼiranan de,Phonemic
14-630-75-1,chec1245,Chechen,1697,оршот,CyrillTrans,Monday,,,"oršot, oršotan de",Phonemic
14-630-75-3,chec1245,Chechen,1697,оршотан де,CyrillTrans,Monday,,,"oršot, oršotan de",Phonemic
14-640-75-1,chec1245,Chechen,1695,шинара,CyrillTrans,Tuesday,,,"šinara, šinarin de",Phonemic
14-640-75-3,chec1245,Chechen,1695,шинарин де,CyrillTrans,Tuesday,,,"šinara, šinarin de",Phonemic
14-650-75-1,chec1245,Chechen,1694,кхаара,CyrillTrans,Wednesday,,,"qaʔara, qaʔarin de",Phonemic
14-650-75-3,chec1245,Chechen,1694,кхаарин де,CyrillTrans,Wednesday,,,"qaʔara, qaʔarin de",Phonemic
14-660-75-1,chec1245,Chechen,1693,еара,CyrillTrans,Thursday,,,"yeaʔra, yeaʔrin de",Phonemic
14-660-75-3,chec1245,Chechen,1693,еарин де,CyrillTrans,Thursday,,,"yeaʔra, yeaʔrin de",Phonemic
14-670-75-1,chec1245,Chechen,1692,пІераска,CyrillTrans,Friday,,,pʼeraska,Phonemic
14-680-75-1,chec1245,Chechen,1700,шот (де),CyrillTrans,Saturday,,,šot (de),Phonemic
14-710-75-1,chec1245,Chechen,1370,бутт,CyrillTrans,month,,,but̄,Phonemic
14-730-75-1,chec1245,Chechen,1226,шо,CyrillTrans,year,,,šo,Phonemic
